costs;pi_N;pi_M;delta;p_nash;p_monopoly;A;actions_0;prices_0;quantities_0;rewards_0;actions_1;prices_1;quantities_1;rewards_1;actions_2;prices_2;quantities_2;rewards_2;actions_3;prices_3;quantities_3;rewards_3;actions_4;prices_4;quantities_4;rewards_4;actions_5;prices_5;quantities_5;rewards_5;actions_6;prices_6;quantities_6;rewards_6;actions_7;prices_7;quantities_7;rewards_7;actions_8;prices_8;quantities_8;rewards_8;actions_9;prices_9;quantities_9;rewards_9
1.0;0.05313987106751032;0.1209581669956002;-0.6028693897711276;1.5531398710675102;2.7095816778375346;2.0;-0.1440735161304474;1.0;0.21829526097173346;0.0;0.683321475982666;2.366642951965332;0.014190357016807797;0.019393151402892172;0.6739124059677124;2.347824811935425;0.014734606793998122;0.019859668631062952;0.5988866686820984;2.1977733373641968;0.019891686483705418;0.023825731705390124;0.8967080116271973;2.7934160232543945;0.006043700609496516;0.010838869512823401;0.5218843221664429;2.0437686443328857;0.027066891520352233;0.02825157266850333;0.663705050945282;2.327410101890564;0.015348662715886106;0.020373969939578275;-0.9536490440368652;1.0;0.21829526097173346;0.0;-0.9433781504631042;1.0;0.21829526097173346;0.0;-0.30171647667884827;1.0;0.21829526097173346;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.5207846755156038;1.5531398710675102;2.7095816778375346;2.0;0.9423840641975403;2.8847681283950806;0.005629089506288808;0.010609528493336344;-0.4085090160369873;1.0;0.244077052424491;0.0;0.23980562388896942;1.4796112477779388;0.09352805722110599;0.04485710822606111;0.5745109915733337;2.1490219831466675;0.024518795771605286;0.02817263534185803;0.9588699340820312;2.9177398681640625;0.005269862271330172;0.01010622497746349;0.7297269105911255;2.459453821182251;0.01317836304850736;0.019233212308071044;0.7004159688949585;2.400831937789917;0.014817665568821225;0.02075705917229477;-0.9232634902000427;1.0;0.244077052424491;0.0;-0.5410339832305908;1.0;0.244077052424491;0.0;0.28585243225097656;1.5717048645019531;0.07779477231744213;0.04447564976670355
1.0;0.05313987106751032;0.1209581669956002;-0.4227276980920591;1.5531398710675102;2.7095816778375346;2.0;0.8218225836753845;2.643645167350769;0.013601166571771427;0.02235549170602493;-0.048501789569854736;1.0;0.3641063157041114;0.0;0.9018649458885193;2.8037298917770386;0.009874800593765875;0.017811473006313156;0.6800710558891296;2.3601421117782593;0.023978597881116923;0.03261430075950406;0.9321965575218201;2.86439311504364;0.00874655292230634;0.016307013048712772;-0.03868405148386955;1.0;0.3641063157041114;0.0;0.3313547372817993;1.6627094745635986;0.09673999850817044;0.06411051358063295;0.5531591773033142;2.1063183546066284;0.039837520402553846;0.04407298002336136;0.8315123319625854;2.663024663925171;0.013084084569682514;0.02175915534426478;0.7712857127189636;2.5425714254379272;0.01664821577835429;0.02568106194421417
1.0;0.05313987106751032;0.1209581669956002;-0.6973504280080045;1.5531398710675102;2.7095816778375346;2.0;0.5421404838562012;2.0842809677124023;0.017471875149526833;0.01894442169487923;-0.4840918779373169;1.0;0.1528037455533701;0.0;0.9167274832725525;2.833454966545105;0.0039049479577634143;0.007159546227261497;-0.2906869649887085;1.0;0.1528037455533701;0.0;0.982349157333374;2.964698314666748;0.0030034383825508076;0.005900850328402996;-0.736065685749054;1.0;0.1528037455533701;0.0;-0.7403237819671631;1.0;0.1528037455533701;0.0;-0.25454583764076233;1.0;0.1528037455533701;0.0;0.3471200466156006;1.6942400932312012;0.03811752700585789;0.02646271550228961;-0.7823861241340637;1.0;0.1528037455533701;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.5190746183482904;1.5531398710675102;2.7095816778375346;2.0;0.3670426607131958;1.7340853214263916;0.056737566074867324;0.04165021442902011;0.6677513718605042;2.3355027437210083;0.017040650367234116;0.022757835320231568;-0.9806250333786011;1.0;0.24631400749889396;0.0;-0.3055843114852905;1.0;0.24631400749889396;0.0;0.21492750942707062;1.4298550188541412;0.10426097568609784;0.044817103669298745;0.5869877338409424;2.1739754676818848;0.023538943972446744;0.02763414275879085;0.8775237202644348;2.7550474405288696;0.00736333013311442;0.012922993703891564;0.9764647483825684;2.9529294967651367;0.004956739579134242;0.00968016293187447;0.7200358510017395;2.440071702003479;0.013824795720415516;0.019908697102949187;-0.7336001396179199;1.0;0.24631400749889396;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.645920970567359;1.5531398710675102;2.7095816778375346;2.0;-0.6688693761825562;1.0;0.1380853776888806;0.0;-0.6068218350410461;1.0;0.1380853776888806;0.0;0.27072012424468994;1.5414402484893799;0.046758295122979306;0.025316822930325673;-0.43593230843544006;1.0;0.1380853776888806;0.0;-0.3799113631248474;1.0;0.1380853776888806;0.0;0.2935768663883209;1.5871537327766418;0.0426729276893914;0.025055568781333876;0.5274866819381714;2.0549733638763428;0.01674208224977548;0.017662450829340048;-0.00725642591714859;1.0;0.1380853776888806;0.0;0.2714252173900604;1.5428504347801208;0.04662660510421074;0.025311272853141803;-0.8227273225784302;1.0;0.1380853776888806;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.7468171844602304;1.5531398710675102;2.7095816778375346;2.0;-0.7195337414741516;1.0;0.12033563322360434;0.0;-0.22121372818946838;1.0;0.12033563322360434;0.0;-0.03499114140868187;1.0;0.12033563322360434;0.0;0.7221992611885071;2.444398522377014;0.006695848700249021;0.009671473968699737;-0.3673190176486969;1.0;0.12033563322360434;0.0;-0.7400985956192017;1.0;0.12033563322360434;0.0;-0.6260891556739807;1.0;0.12033563322360434;0.0;0.5319225788116455;2.063845157623291;0.01433342850514257;0.01524854850733557;-0.5977015495300293;1.0;0.12033563322360434;0.0;-0.6342975497245789;1.0;0.12033563322360434;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.6608114682009949;1.5531398710675102;2.7095816778375346;2.0;0.8628875613212585;2.725775122642517;0.005065958269124308;0.008742704753199876;0.313213974237442;1.626427948474884;0.04566068587945608;0.028603129781423778;0.6152130365371704;2.230426073074341;0.013643202513559846;0.016786952092917418;-0.2754232883453369;1.0;0.1598272523875431;0.0;-0.6856199502944946;1.0;0.1598272523875431;0.0;0.8706629872322083;2.7413259744644165;0.004910823322113876;0.008551344206802529;-0.18967945873737335;1.0;0.1598272523875431;0.0;0.09351059049367905;1.187021180987358;0.10995280160723256;0.020563502809453318;-0.36973387002944946;1.0;0.1598272523875431;0.0;-0.17315857112407684;1.0;0.1598272523875431;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.6546608030027964;1.5531398710675102;2.7095816778375346;2.0;-0.038848213851451874;1.0;0.1746661703591996;0.0;0.9074179530143738;2.8148359060287476;0.00463300062870706;0.008408135893631334;-0.8077885508537292;1.0;0.1746661703591996;0.0;0.6335095763206482;2.2670191526412964;0.013857661393692633;0.017557922396626447;-0.49516618251800537;1.0;0.1746661703591996;0.0;0.7776237726211548;2.5552475452423096;0.00778642212570345;0.012109813897220696;0.253613144159317;1.507226288318634;0.0633341056287802;0.032124723322066485;0.6415426135063171;2.2830852270126343;0.01341946278970191;0.017218314459912273;-0.0009293674374930561;1.0;0.1746661703591996;0.0;-0.05253183841705322;1.0;0.1746661703591996;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.6139818218085143;1.5531398710675102;2.7095816778375346;2.0;0.9445419311523438;2.8890838623046875;0.005331114253734623;0.010070921904832573;0.9948054552078247;2.9896109104156494;0.004360148748209333;0.008674999520472427;-0.6758624315261841;1.0;0.23316071836583316;0.0;0.041224006563425064;1.0824480131268501;0.19771606135393657;0.016301296421898467;0.7716879844665527;2.5433759689331055;0.01064378396295111;0.01642736038693432;-0.9599465727806091;1.0;0.23316071836583316;0.0;-0.38780781626701355;1.0;0.23316071836583316;0.0;0.7192187309265137;2.4384374618530273;0.013129387921913552;0.018885803438081123;0.521445631980896;2.042891263961792;0.028960865880192872;0.030203034023222282;0.8186308741569519;2.637261748313904;0.008821610921870221;0.014443286120886268
1.0;0.05313987106751032;0.1209581669956002;-0.6950758330518787;1.5531398710675102;2.7095816778375346;2.0;0.4341014623641968;1.8682029247283936;0.021742504686099187;0.018876906159392116;0.001998613588511944;1.0039972271770239;0.12244726911546804;0.0004894495518607065;-0.7879629135131836;1.0;0.12343009154928267;0.0;-0.8666978478431702;1.0;0.12343009154928267;0.0;-0.8713893294334412;1.0;0.12343009154928267;0.0;0.3681819438934326;1.7363638877868652;0.028302415656463693;0.02084087682655345;0.1410004198551178;1.2820008397102356;0.0702228148465299;0.01980289275353783;-0.4950271546840668;1.0;0.12343009154928267;0.0;-0.341727614402771;1.0;0.12343009154928267;0.0;-0.6006500720977783;1.0;0.12343009154928267;0.0
1.0;0.05313987106751032;0.1209581669956002;-0.6528280135451768;1.5531398710675102;2.7095816778375346;2.0;0.6129754185676575;2.225950837135315;0.015161567867196989;0.01858733681907404;-0.473125159740448;1.0;0.1760319425719026;0.0;-0.7249172329902649;1.0;0.1760319425719026;0.0;-0.9736745953559875;1.0;0.1760319425719026;0.0;0.6193973422050476;2.238794684410095;0.014777061822880187;0.01830574563738333;0.294378399848938;1.588756799697876;0.0542255321856108;0.03192565079151438;-0.029707349836826324;1.0;0.1760319425719026;0.0;0.9338168501853943;2.8676337003707886;0.004201317093059493;0.007846521388941746;-0.8168333768844604;1.0;0.1760319425719026;0.0;0.7839417457580566;2.5678834915161133;0.007651475365079901;0.011996621910651003
