	prices_history	quantities_history	rewards_history	costs_history	monopoly_history	nash_history	metric_history
0	[1.684635043144226, 1.6536846160888672]	[0, 1.3463153839111328]	[0.0, 0.8800656548664847]	1	2.0	1	0.44003282743324235
1	[1.4889572858810425, 1.366180658340454]	[0, 1.633819341659546]	[0.0, 0.5982730421382598]	1	2.0	1	0.2991365210691299
2	[0.9998462796211243, 1.904881477355957]	[2.0001537203788757, 0]	[-0.00030746438770634654, 0.0]	1	2.0	1	-0.00015373219385317327
3	[1.606174349784851, 2.0839169025421143]	[1.393825650215149, 0]	[0.8449013572326152, 0.0]	1	2.0	1	0.4224506786163076
4	[2.3821794986724854, 1.511854887008667]	[0, 1.488145112991333]	[0.0, 0.7617143486626787]	1	2.0	1	0.38085717433133937
5	[1.5481781959533691, 1.922161340713501]	[1.4518218040466309, 0]	[0.7958570573880479, 0.0]	1	2.0	1	0.39792852869402395
6	[2.0547263622283936, 1.0568671226501465]	[0, 1.9431328773498535]	[0.0, 0.11050037566178617]	1	2.0	1	0.05525018783089308
7	[1.721733570098877, 1.1413096189498901]	[0, 1.8586903810501099]	[0.0, 0.2626508294920171]	1	2.0	1	0.13132541474600856
8	[2.281843662261963, 1.9143314361572266]	[0, 1.0856685638427734]	[0.0, 0.9926608971691167]	1	2.0	1	0.4963304485845583
9	[1.0129501819610596, 1.3894178867340088]	[1.9870498180389404, 0]	[0.025732656709294588, 0.0]	1	2.0	1	0.012866328354647294
10	[0.990673840045929, 1.3476561307907104]	[2.009326159954071, 0]	[-0.01873929716763101, 0.0]	1	2.0	1	-0.009369648583815504
11	[1.1497740745544434, 1.697824478149414]	[1.8502259254455566, 0]	[0.27711587570024676, 0.0]	1	2.0	1	0.13855793785012338
12	[1.0662208795547485, 1.7609854936599731]	[1.9337791204452515, 0]	[0.12805655422049256, 0.0]	1	2.0	1	0.06402827711024628
13	[1.3284810781478882, 1.5965561866760254]	[1.6715189218521118, 0]	[0.5490623375945773, 0.0]	1	2.0	1	0.27453116879728867
14	[1.1043639183044434, 2.3213346004486084]	[1.8956360816955566, 0]	[0.1978360091650302, 0.0]	1	2.0	1	0.0989180045825151
15	[1.0395331382751465, 2.238863706588745]	[1.9604668617248535, 0]	[0.07750340752841112, 0.0]	1	2.0	1	0.03875170376420556
16	[1.526963233947754, 2.3738279342651367]	[1.473036766052246, 0]	[0.7762362179628326, 0.0]	1	2.0	1	0.3881181089814163
17	[2.115025520324707, 0.9735729694366455]	[0, 2.0264270305633545]	[0.0, -0.05355244907110546]	1	2.0	1	-0.02677622453555273
18	[1.3433887958526611, 1.843810796737671]	[1.6566112041473389, 0]	[0.5688617265881817, 0.0]	1	2.0	1	0.28443086329409084
