costs;pi_N;pi_M;delta;p_nash;p_monopoly;A;actions_0;prices_0;quantities_0;rewards_0;actions_1;prices_1;quantities_1;rewards_1;actions_2;prices_2;quantities_2;rewards_2;actions_3;prices_3;quantities_3;rewards_3;actions_4;prices_4;quantities_4;rewards_4;actions_5;prices_5;quantities_5;rewards_5;actions_6;prices_6;quantities_6;rewards_6;actions_7;prices_7;quantities_7;rewards_7;actions_8;prices_8;quantities_8;rewards_8;actions_9;prices_9;quantities_9;rewards_9
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.8156229853630066;1.0;2.0;0.0;-0.9905921816825867;1.0;2.0;0.0;0.9849721789360046;2.9699443578720093;0.0;0.0;-0.004737650975584984;1.0;2.0;0.0;-0.9042354822158813;1.0;2.0;0.0;-0.29507026076316833;1.0;2.0;0.0;0.971927285194397;2.943854570388794;0.0;0.0;0.9840313792228699;2.9680627584457397;0.0;0.0;-0.8068966865539551;1.0;2.0;0.0;0.44676631689071655;1.893532633781433;0.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;0.2528800368309021;1.5057600736618042;0.0;0.0;0.09470875561237335;1.1894175112247467;0.0;0.0;-0.8435820937156677;1.0;2.0;0.0;-0.7236953973770142;1.0;2.0;0.0;0.8716438412666321;2.743287682533264;0.0;0.0;-0.07347758114337921;1.0;2.0;0.0;-0.5654149651527405;1.0;2.0;0.0;0.8892973065376282;2.7785946130752563;0.0;0.0;-0.8546373248100281;1.0;2.0;0.0;0.8348962068557739;2.669792413711548;0.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;0.8139887452125549;2.62797749042511;0.0;0.0;0.20198053121566772;1.4039610624313354;0.0;0.0;-0.21402199566364288;1.0;2.0;0.0;0.06049145758152008;1.1209829151630402;0.0;0.0;0.441455215215683;1.882910430431366;0.0;0.0;0.5272019505500793;2.0544039011001587;0.0;0.0;-0.5302248001098633;1.0;2.0;0.0;0.8706493973731995;2.741298794746399;0.0;0.0;0.7290498614311218;2.4580997228622437;0.0;0.0;-0.44938546419143677;1.0;2.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.22222787141799927;1.0;2.0;0.0;0.8885266184806824;2.7770532369613647;0.0;0.0;-0.2082793116569519;1.0;2.0;0.0;-0.7076703906059265;1.0;2.0;0.0;-0.1674853265285492;1.0;2.0;0.0;0.3535046875476837;1.7070093750953674;0.0;0.0;-0.19292065501213074;1.0;2.0;0.0;-0.6598132848739624;1.0;2.0;0.0;0.8378689289093018;2.6757378578186035;0.0;0.0;-0.5391278862953186;1.0;2.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;0.6255819797515869;2.251163959503174;0.0;0.0;-0.24735142290592194;1.0;2.0;0.0;-0.6886168718338013;1.0;2.0;0.0;0.7304309010505676;2.4608618021011353;0.0;0.0;0.675373911857605;2.35074782371521;0.0;0.0;0.7571685910224915;2.514337182044983;0.0;0.0;0.3368071913719177;1.6736143827438354;0.0;0.0;-0.30841532349586487;1.0;2.0;0.0;-0.837007462978363;1.0;2.0;0.0;0.8820828795433044;2.764165759086609;0.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.039542488753795624;1.0;2.0;0.0;0.3844841718673706;1.7689683437347412;0.0;0.0;-0.44399070739746094;1.0;2.0;0.0;-0.808705747127533;1.0;2.0;0.0;0.9763121604919434;2.9526243209838867;0.0;0.0;0.4908623695373535;1.981724739074707;0.0;0.0;0.9595004916191101;2.91900098323822;0.0;0.0;0.07442384213209152;1.148847684264183;0.0;0.0;0.3635358214378357;1.7270716428756714;0.0;0.0;-0.21092133224010468;1.0;2.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.5202749371528625;1.0;2.0;0.0;-0.42302972078323364;1.0;2.0;0.0;0.19150784611701965;1.3830156922340393;0.0;0.0;-0.2779153287410736;1.0;2.0;0.0;0.09925403445959091;1.1985080689191818;0.0;0.0;0.4379739463329315;1.875947892665863;0.0;0.0;0.9570891857147217;2.9141783714294434;0.0;0.0;0.659979522228241;2.319959044456482;0.0;0.0;-0.6055697798728943;1.0;2.0;0.0;0.8637043237686157;2.7274086475372314;0.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;0.813080370426178;2.626160740852356;0.0;0.0;0.5506647825241089;2.1013295650482178;0.0;0.0;-0.6690618395805359;1.0;2.0;0.0;0.9677438139915466;2.9354876279830933;0.0;0.0;0.6243199706077576;2.248639941215515;0.0;0.0;0.8018653988838196;2.603730797767639;0.0;0.0;0.6079436540603638;2.2158873081207275;0.0;0.0;-0.7542622685432434;1.0;2.0;0.0;0.7300594449043274;2.460118889808655;0.0;0.0;-0.6721196174621582;1.0;2.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.0006439619464799762;1.0;2.0;0.0;0.6353833675384521;2.2707667350769043;0.0;0.0;0.42115485668182373;1.8423097133636475;0.0;0.0;-0.8329437375068665;1.0;2.0;0.0;-0.012460906989872456;1.0;2.0;0.0;-0.8032910227775574;1.0;2.0;0.0;-0.960021436214447;1.0;2.0;0.0;-0.8424086570739746;1.0;2.0;0.0;-0.24025681614875793;1.0;2.0;0.0;0.5849654674530029;2.169930934906006;0.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.27654534578323364;1.0;2.0;0.0;0.7995091676712036;2.5990183353424072;0.0;0.0;0.5078875422477722;2.0157750844955444;0.0;0.0;-0.8621280193328857;1.0;2.0;0.0;0.8815693259239197;2.7631386518478394;0.0;0.0;0.5576665997505188;2.1153331995010376;0.0;0.0;0.7127155661582947;2.4254311323165894;0.0;0.0;-0.42629146575927734;1.0;2.0;0.0;-0.19550640881061554;1.0;2.0;0.0;-0.8673126101493835;1.0;2.0;0.0
1.0;0.0;1.0;0.0;1.0;2.0;3.0;-0.2615935206413269;1.0;2.0;0.0;-0.49118226766586304;1.0;2.0;0.0;0.3956666588783264;1.7913333177566528;0.0;0.0;-0.26174476742744446;1.0;2.0;0.0;0.9496873021125793;2.8993746042251587;0.0;0.0;-0.9652865529060364;1.0;2.0;0.0;0.3390861749649048;1.6781723499298096;0.0;0.0;0.7729595899581909;2.545919179916382;0.0;0.0;-0.8897560834884644;1.0;2.0;0.0;-0.9196105599403381;1.0;2.0;0.0
