,monopoly,nash,metric,prices_0,actions_0,rewards_0,prices_1,actions_1,rewards_1
0,2.0,1.0,0.5510503317342744,2.2585060313824625,0.0,0.29996231314509786,2.186385455741503,0.0,0.22707895995552405
1,2.0,1.0,0.5316176239888172,2.316649518580382,0.0,0.19838443657006066,2.299082312946861,0.0,0.3181266597095566
2,2.0,1.0,0.4823323092677635,2.4028310775616517,0.0,0.20623833340679623,2.3075228654345974,0.0,0.2629961478417928
3,2.0,1.0,0.6256168249423684,2.3598890498961036,0.0,0.27657148178601176,2.2439197215046334,0.0,0.3358031100019015
4,2.0,1.0,0.49747700076903745,2.23790674052738,0.0,0.21572302397071128,2.2146676639422638,0.0,0.24606992073236422
5,2.0,1.0,0.5379290600660013,2.2091333980331394,0.0,0.2747390500327912,2.3963711348718184,0.0,0.2299137250520954
6,2.0,1.0,0.573532717435958,2.276486712144252,0.0,0.27708472502764936,2.236176197171605,0.0,0.2842176974566967
7,2.0,1.0,0.5723180593822853,2.3174019831287906,0.0,0.27295116579469675,2.2661917723351843,0.0,0.2704106040590308
8,2.0,1.0,0.5856983142126638,2.1744024547949032,0.0,0.3052390985621678,2.1962415436084872,0.0,0.26262524999937503
9,2.0,1.0,0.48570781366638116,2.4183734903607417,0.0,0.203073769312669,2.2005979597941807,0.0,0.2522088787085393
10,2.0,1.0,0.5855380556580478,2.2499108136439743,0.0,0.2614843018697898,2.2266661805225723,0.0,0.31014345045188974
11,2.0,1.0,0.5766242367579817,2.2412319636131697,0.0,0.31520527236826157,2.2366571206580907,0.0,0.24787384668864523
12,2.0,1.0,0.5761462034833894,2.247958884881241,0.0,0.1790823123261463,2.1628443880168886,0.0,0.373091517492379
13,2.0,1.0,0.5376096234511619,2.365723311363711,0.0,0.22948404793600727,2.2573641971040597,0.0,0.30164525778235657
14,2.0,1.0,0.5503490649094988,2.2978247868964687,0.0,0.29639522997190715,2.267177436113367,0.0,0.2436103863761166
15,2.0,1.0,0.5816553495179817,2.439432348235055,0.0,0.3281611422972601,2.420216822821032,0.0,0.2443918709453732
16,2.0,1.0,0.6093846029998276,2.228088469207163,0.0,0.3122783499720308,2.294960315456521,0.0,0.2754416357050924
17,2.0,1.0,0.5382963925834958,2.330806770249885,0.0,0.2561857584855579,2.1945114883559613,0.0,0.2690453776972167
18,2.0,1.0,0.5537116456161684,2.3701661711389503,0.0,0.23718329506914057,2.205299960200525,0.0,0.2945504055858163
19,2.0,1.0,0.5720581014483878,2.3562992755130496,0.0,0.22876000845923333,2.254953768738032,0.0,0.31828670660390457
20,2.0,1.0,0.5766336472309571,2.352117616593674,0.0,0.26132930193309384,2.221264366229057,0.0,0.3039598379897924
21,2.0,1.0,0.5169262576460087,2.2774013592808187,0.0,0.28995463019956047,2.3235725571230303,0.0,0.21013332951205752
22,2.0,1.0,0.608828435630252,2.382861457272741,0.0,0.22696175008963898,2.1792177468962586,0.0,0.3744487865960426
23,2.0,1.0,0.5442047047213747,2.2378210462020633,0.0,0.20493731191534148,2.183061404805144,0.0,0.30869280610990496
24,2.0,1.0,0.5508330764433347,2.3774215876792066,0.0,0.2487784758061566,2.41098718354587,0.0,0.2926948985150395
25,2.0,1.0,0.48905470843699517,2.2663993120135317,0.0,0.2574674454339717,2.397414224359873,0.0,0.2101209811237587
26,2.0,1.0,0.46879271535038003,2.176836314794716,0.0,0.19963539553591672,2.2951550737685324,0.0,0.23846354485535504
27,2.0,1.0,0.5542224951863335,2.32835084134629,0.0,0.25024037145943523,2.135243422922561,0.0,0.2891190939564891
28,2.0,1.0,0.6392269040179162,2.2784617249058985,0.0,0.3662364799739356,2.3278494661325597,0.0,0.2566812132745023
29,2.0,1.0,0.5121273809810982,2.289709606557872,0.0,0.2377124895624063,2.3147711843787366,0.0,0.2538767583355006
30,2.0,1.0,0.5463740794616058,2.3009809466357636,0.0,0.2729788182789633,2.2642880962111964,0.0,0.2438741006311569
31,2.0,1.0,0.5067693963920763,2.1605810744875327,0.0,0.2384778140742738,2.188981493797389,0.0,0.24494875174157688
32,2.0,1.0,0.5192336359680294,2.261666679096785,0.0,0.23234262010866477,2.286051142993447,0.0,0.2598955518542258
33,2.0,1.0,0.5272016461023437,2.1874399598088403,0.0,0.2808137208876023,2.2916106230929723,0.0,0.21773854884689356
34,2.0,1.0,0.5115405854215822,2.3242519973162037,0.0,0.273214419373088,2.126947395271938,0.0,0.22054559345890573
35,2.0,1.0,0.5154675124165139,2.2109824036332704,0.0,0.27873452478623983,2.209770979693183,0.0,0.21908067998012476
36,2.0,1.0,0.5393358653999151,2.341096457697435,0.0,0.24403204536677447,2.204950815969747,0.0,0.28345085864451774
