,monopoly,nash,metric,prices_0,actions_0,rewards_0,prices_1,actions_1,rewards_1,prices_2,actions_2,rewards_2,prices_3,actions_3,rewards_3,prices_4,actions_4,rewards_4,prices_5,actions_5,rewards_5,prices_6,actions_6,rewards_6,prices_7,actions_7,rewards_7,prices_8,actions_8,rewards_8,prices_9,actions_9,rewards_9
0,2.0,1.0,0.0,1.4135695517063143,0.0,0.0,1.9428850568830969,0.0,0.0,2.3008863121271133,0.0,0.0,1.2935932695865633,0.0,0.0,2.3464740216732025,0.0,0.0,1.7671668589115144,0.0,0.0,0.844866740703583,0.0,-0.33433284673276326,0.8590676069259646,0.0,0.0,1.8393701896071435,0.0,0.0,1.3408364295959476,0.0,0.0
1,2.0,1.0,0.06901479521838871,2.004418434202671,0.0,0.0,3.258230459690094,0.0,0.0,1.0351242542266847,0.0,0.06901479521838871,1.770501431822777,0.0,0.0,3.2142758071422577,0.0,0.0,2.6346862852573394,0.0,0.0,1.235345929861069,0.0,0.0,3.0796137511730195,0.0,0.0,1.1505780637264253,0.0,0.0,2.3368422746658326,0.0,0.0
2,2.0,1.0,0.0,3.049355220794678,0.0,0.0,1.5671269655227662,0.0,0.0,1.3289330244064335,0.0,0.0,1.9606414280831814,0.0,0.0,2.516342517733574,0.0,0.0,1.5014672338962556,0.0,0.0,0.8109866678714754,0.0,-0.4137527039793771,1.5812581717967988,0.0,0.0,2.3974585756659508,0.0,0.0,2.236401636898518,0.0,0.0
3,2.0,1.0,0.0,0.9413770735263827,0.0,-0.12068250045556582,1.7468983322381975,0.0,0.0,1.7727810710668566,0.0,0.0,1.5682264149188998,0.0,0.0,2.2957010820508006,0.0,0.0,3.2872829198837277,0.0,0.0,0.9684459686279299,0.0,0.0,3.267431306838989,0.0,0.0,1.8051495075225832,0.0,0.0,2.2099476613104345,0.0,0.0
4,2.0,1.0,0.0,1.2610589742660525,0.0,0.0,3.276593333482742,0.0,0.0,0.9888698160648348,0.0,-0.022384248864760977,1.0779868960380556,0.0,0.0,1.06444907784462,0.0,0.0,3.130480778217316,0.0,0.0,2.770234394073486,0.0,0.0,3.022479808330536,0.0,0.0,2.9782096326351164,0.0,0.0,1.4497904777526858,0.0,0.0
5,2.0,1.0,0.0,3.2340742647647858,0.0,0.0,2.082983725797385,0.0,0.0,0.9233875274658205,0.0,0.0,0.9579636573791506,0.0,0.0,3.050322633981705,0.0,0.0,1.6332455694675447,0.0,0.0,0.9088970184326175,0.0,-0.1905057163852318,2.8644024789333344,0.0,0.0,3.363236826658249,0.0,0.0,1.7181264489889148,0.0,0.0
6,2.0,1.0,0.0,1.8053392320871353,0.0,0.0,1.4263803958892824,0.0,0.0,2.1946957647800445,0.0,0.0,0.8854026317596437,0.0,0.0,0.8469557642936709,0.0,-0.3295110094955926,1.524507784843445,0.0,0.0,1.5074404001235964,0.0,0.0,2.730019798874855,0.0,0.0,1.4416019082069398,0.0,0.0,1.7099363684654239,0.0,0.0
7,2.0,1.0,0.03032637363505661,1.197388929128647,0.0,0.0,1.0152799248695377,0.0,0.03032637363505661,3.32986142039299,0.0,0.0,2.7993042886257173,0.0,0.0,2.407524864375591,0.0,0.0,2.488404926657677,0.0,0.0,1.7669302165508272,0.0,0.0,1.5291121602058413,0.0,0.0,1.8218992769718172,0.0,0.0,3.2472012519836424,0.0,0.0
8,2.0,1.0,0.0,0.8414613842964176,0.0,-0.342211724076373,1.4240704596042635,0.0,0.0,2.5666992992162703,0.0,0.0,3.23115451335907,0.0,0.0,2.2399404726922514,0.0,0.0,1.1060766696929933,0.0,0.0,2.059442768804729,0.0,0.0,1.046034133434296,0.0,0.0,2.8744240581989287,0.0,0.0,0.8956063807010652,0.0,0.0
9,2.0,1.0,0.0,2.134376186877489,0.0,0.0,0.9299681842327121,0.0,-0.14496808675423914,2.9612494111061096,0.0,0.0,3.2413286626338955,0.0,0.0,1.4053343355655672,0.0,0.0,1.4173325061798097,0.0,0.0,3.1384688138961794,0.0,0.0,3.1667414546012878,0.0,0.0,3.3701810479164123,0.0,0.0,1.473493030667305,0.0,0.0
10,2.0,1.0,0.03563870460595118,1.0179810106754306,0.0,0.03563870460595118,1.3451476752758027,0.0,0.0,1.4338371872901918,0.0,0.0,3.353386104106903,0.0,0.0,3.096745991706848,0.0,0.0,2.87302086353302,0.0,0.0,3.1560137450695036,0.0,0.0,3.1636209368705748,0.0,0.0,1.7232461065053941,0.0,0.0,1.9596068248152734,0.0,0.0
11,2.0,1.0,0.0,1.7031808257102967,0.0,0.0,3.3900306463241576,0.0,0.0,3.349658638238907,0.0,0.0,2.483525863289833,0.0,0.0,1.7091304361820223,0.0,0.0,3.2729017436504364,0.0,0.0,0.92922238111496,0.0,0.0,0.8846649646759035,0.0,-0.24397224102140358,1.5377639800310137,0.0,0.0,1.9819062508642675,0.0,0.0
12,2.0,1.0,0.0,2.152559128403664,0.0,0.0,1.545996755361557,0.0,0.0,1.1113480448722841,0.0,0.0,2.7319185554981233,0.0,0.0,0.8114919543266299,0.0,-0.4125513746303336,3.136500513553619,0.0,0.0,0.9503801763057711,0.0,0.0,1.027644217014313,0.0,0.0,0.8967961788177492,0.0,0.0,1.108838737010956,0.0,0.0
13,2.0,1.0,0.0,0.882971662282944,0.0,-0.24775230726292932,1.3552373647689822,0.0,0.0,1.7906182989478112,0.0,0.0,2.8930090844631193,0.0,0.0,1.4994918048381807,0.0,0.0,1.7976034715771676,0.0,0.0,1.7886345595121385,0.0,0.0,1.4473302960395815,0.0,0.0,3.329534429311752,0.0,0.0,1.0231117486953738,0.0,0.0
14,2.0,1.0,0.0,3.1574181020259857,0.0,0.0,2.5842205196619035,0.0,0.0,3.2064439058303833,0.0,0.0,3.2805082380771635,0.0,0.0,1.285703951120377,0.0,0.0,3.068250501155853,0.0,0.0,3.392705464363098,0.0,0.0,3.127799838781357,0.0,0.0,0.998252755403519,0.0,-0.0034975420566419565,1.498210883140564,0.0,0.0
15,2.0,1.0,0.0,1.016427803039551,0.0,0.0,1.5537716269493105,0.0,0.0,1.9591997615993024,0.0,0.0,1.026529657840729,0.0,0.0,3.3328456401824953,0.0,0.0,1.014102989435196,0.0,0.0,1.8093597114086153,0.0,0.0,0.8739092826843264,0.0,-0.2680803036245282,2.414110577106476,0.0,0.0,1.505204811692238,0.0,0.0
16,2.0,1.0,0.0,1.4831160992383958,0.0,0.0,1.23866760134697,0.0,0.0,1.1189626753330233,0.0,0.0,2.1034859724575656,0.0,0.0,3.1453859150409698,0.0,0.0,1.2216193556785586,0.0,0.0,1.0609040915966037,0.0,0.0,1.03438116312027,0.0,0.0,0.9721982300281526,0.0,-0.05637647835726223,2.5753924578428267,0.0,0.0
17,2.0,1.0,0.0,2.9463937103748323,0.0,0.0,2.3234972223639487,0.0,0.0,3.344298928976059,0.0,0.0,2.6180109798908235,0.0,0.0,3.0976125955581666,0.0,0.0,1.502057793736458,0.0,0.0,0.8272319257259371,0.0,-0.37538495603649397,2.1217969436198474,0.0,0.0,2.2134908750653266,0.0,0.0,1.045129716396332,0.0,0.0
18,2.0,1.0,0.0,1.3686849892139437,0.0,0.0,2.3187377199530603,0.0,0.0,0.8368135392665865,0.0,-0.35300274243352486,3.23674590587616,0.0,0.0,0.9500479161739352,0.0,0.0,1.4783331573009493,0.0,0.0,1.1572305500507358,0.0,0.0,2.1491796087473634,0.0,0.0,3.0866799354553223,0.0,0.0,2.429339063167572,0.0,0.0
19,2.0,1.0,0.0,0.9443519949913028,0.0,-0.1143927104788423,1.4223628997802735,0.0,0.0,3.210223287343979,0.0,0.0,1.7981986418366434,0.0,0.0,2.2380566611886024,0.0,0.0,3.018050938844681,0.0,0.0,1.943712404370308,0.0,0.0,2.7502802670001985,0.0,0.0,2.017419467866421,0.0,0.0,1.4698213547468186,0.0,0.0
20,2.0,1.0,0.0,3.0852331161499023,0.0,0.0,3.182869166135788,0.0,0.0,2.884729468822479,0.0,0.0,1.033469617366791,0.0,0.0,0.9139699518680575,0.0,-0.1794612654454693,2.032376253977418,0.0,0.0,1.0594266653060915,0.0,0.0,3.331005811691284,0.0,0.0,2.0816521984525025,0.0,0.0,3.098337244987488,0.0,0.0
21,2.0,1.0,0.04227820095006314,2.907464027404785,0.0,0.0,3.3245633900165554,0.0,0.0,1.021367383003235,0.0,0.04227820095006314,1.3840288519859316,0.0,0.0,1.2242707729339601,0.0,0.0,2.5436320543289184,0.0,0.0,1.860328458249569,0.0,0.0,1.1248347997665409,0.0,0.0,1.1927600681781771,0.0,0.0,2.2938281863927843,0.0,0.0
22,2.0,1.0,0.0,1.2640882909297946,0.0,0.0,2.895704048871994,0.0,0.0,1.7940100952982903,0.0,0.0,1.1166012883186343,0.0,0.0,3.0319199323654176,0.0,0.0,2.6181898951530456,0.0,0.0,2.1398616729304196,0.0,0.0,3.169139415025711,0.0,0.0,0.9069997727870944,0.0,-0.19464949668746317,1.5270900070667268,0.0,0.0
23,2.0,1.0,0.0,0.8428330421447756,0.0,-0.33903536835191467,2.086691557429731,0.0,0.0,2.9605624198913576,0.0,0.0,1.2526088893413547,0.0,0.0,1.6673313289880753,0.0,0.0,0.9801827013492586,0.0,0.0,1.2901542842388154,0.0,0.0,3.022173893451691,0.0,0.0,1.9010488241910934,0.0,0.0,1.262282556295395,0.0,0.0
24,2.0,1.0,0.6016921696966763,2.258341556787491,0.0,0.0,2.066504553332925,0.0,0.0,1.368883663415909,0.0,0.6016921696966763,2.9486029922962187,0.0,0.0,2.0137394137680533,0.0,0.0,3.035634768009186,0.0,0.0,1.705680873990059,0.0,0.0,1.8961572274565697,0.0,0.0,2.476883256435394,0.0,0.0,1.710789915919304,0.0,0.0
25,2.0,1.0,0.0,3.327829736471176,0.0,0.0,2.576750400662422,0.0,0.0,2.2630985021591186,0.0,0.0,3.080645167827606,0.0,0.0,2.6683959275484086,0.0,0.0,1.761580812931061,0.0,0.0,2.6255101948976516,0.0,0.0,3.303041410446167,0.0,0.0,2.2631525292992594,0.0,0.0,0.9522134184837343,0.0,-0.0978567204055421
26,2.0,1.0,0.2480571164623408,2.677917683124542,0.0,0.0,1.222185701131821,0.0,0.0,3.112561744451523,0.0,0.0,2.2185036309063437,0.0,0.0,2.513978922367096,0.0,0.0,3.1752742171287536,0.0,0.0,3.2423168420791626,0.0,0.0,1.1328535974025729,0.0,0.2480571164623408,2.5383807480335236,0.0,0.0,3.185675865411758,0.0,0.0
27,2.0,1.0,0.0,3.2337034940719604,0.0,0.0,2.569617655873299,0.0,0.0,1.4567564725875857,0.0,0.0,3.159823888540268,0.0,0.0,2.922197997570038,0.0,0.0,1.0477701306343081,0.0,0.0,0.961384201049805,0.0,-0.07872277782895179,2.730250009894371,0.0,0.0,1.7912916526198388,0.0,0.0,1.411368638277054,0.0,0.0
28,2.0,1.0,0.0,3.267209619283676,0.0,0.0,2.847263032197952,0.0,0.0,2.07034233994782,0.0,0.0,3.016375458240509,0.0,0.0,2.8939698338508606,0.0,0.0,0.8807471156120303,0.0,-0.25272701921078977,2.1811424396932124,0.0,0.0,2.174764965847135,0.0,0.0,2.9270836472511292,0.0,0.0,1.7484713762998583,0.0,0.0
29,2.0,1.0,0.8982321417294371,2.3849933966994286,0.0,0.0,2.2074908792972567,0.0,0.0,1.6809892505407336,0.0,0.8982321417294371,2.3285246327519418,0.0,0.0,2.045630110055208,0.0,0.0,3.0871486485004427,0.0,0.0,3.397132009267807,0.0,0.0,3.003750425577164,0.0,0.0,2.7462093055248262,0.0,0.0,2.8839842081069946,0.0,0.0
30,2.0,1.0,0.19667565008238116,3.3742313981056213,0.0,0.0,1.4116133391857149,0.0,0.0,3.097637391090393,0.0,0.0,2.1798389066010713,0.0,0.0,2.8571843445301055,0.0,0.0,3.002504140138626,0.0,0.0,1.1037163674831394,0.0,0.19667565008238116,3.0575437903404237,0.0,0.0,2.7067344695329667,0.0,0.0,1.2830589652061466,0.0,0.0
31,2.0,1.0,0.0,2.839985078573227,0.0,0.0,2.3340627536177636,0.0,0.0,2.2822543680667877,0.0,0.0,2.316061817109585,0.0,0.0,2.726433163881302,0.0,0.0,3.234803718328476,0.0,0.0,0.9633717954158785,0.0,-0.07459803453929932,3.109573572874069,0.0,0.0,1.7573819994926454,0.0,0.0,1.8163346946239471,0.0,0.0
32,2.0,1.0,0.0,0.8313236534595492,0.0,-0.36580440296313593,1.1878237426280978,0.0,0.0,1.9423512265086176,0.0,0.0,2.5926088094711304,0.0,0.0,2.654434958100319,0.0,0.0,2.0141312412917616,0.0,0.0,1.4064810514450075,0.0,0.0,1.7133344799280168,0.0,0.0,0.8477365136146549,0.0,0.0,3.254343295097351,0.0,0.0
33,2.0,1.0,0.0,2.474766027927399,0.0,0.0,1.4860365867614749,0.0,0.0,1.340943902730942,0.0,0.0,2.248722914606333,0.0,0.0,2.230629101395607,0.0,0.0,2.729055407643318,0.0,0.0,0.8393143236637117,0.0,-0.34719123925222695,3.315822345018387,0.0,0.0,1.004568409919739,0.0,0.0,1.9912837468087674,0.0,0.0
34,2.0,1.0,0.0,1.884737703204155,0.0,0.0,2.74331419467926,0.0,0.0,2.9147594928741456,0.0,0.0,1.889088970422745,0.0,0.0,3.1304955780506134,0.0,0.0,2.2704760640859605,0.0,0.0,2.739318859577179,0.0,0.0,3.0913437426090242,0.0,0.0,2.415572564303875,0.0,0.0,0.8893315613269808,0.0,-0.2335843806643623
35,2.0,1.0,0.0,1.1314252972602845,0.0,0.0,2.76303346157074,0.0,0.0,1.0130424380302432,0.0,0.0,1.1882489860057834,0.0,0.0,1.3655327022075654,0.0,0.0,0.9666126489639284,0.0,0.0,2.579569420218468,0.0,0.0,0.928107434511185,0.0,-0.14895367195019346,1.8185312107205391,0.0,0.0,2.1098558941390366,0.0,0.0
36,2.0,1.0,0.0,1.8737371847033502,0.0,0.0,1.432080113887787,0.0,0.0,0.9324014008045198,0.0,0.0,2.8984254360198975,0.0,0.0,0.8919917345046999,0.0,-0.2276823164059034,0.9568329036235812,0.0,0.0,2.1142382968217137,0.0,0.0,1.869607973098755,0.0,0.0,3.309501188993454,0.0,0.0,1.0049700200557712,0.0,0.0
37,2.0,1.0,0.0,1.7966929137706757,0.0,0.0,2.2145358517766,0.0,0.0,1.4308650553226472,0.0,0.0,0.8707125961780551,0.0,-0.2752900404309085,1.6215916693210604,0.0,0.0,2.8763200640678406,0.0,0.0,3.0623965084552767,0.0,0.0,3.1016938626766204,0.0,0.0,1.9845477402210236,0.0,0.0,1.4600345581769945,0.0,0.0
38,2.0,1.0,0.0,3.267491900920868,0.0,0.0,1.2840443551540377,0.0,0.0,2.00048383846879,0.0,0.0,3.3194430351257322,0.0,0.0,0.9631092727184298,0.0,-0.07514238032250352,1.0743492364883425,0.0,0.0,1.011770582199097,0.0,0.0,1.5528070807456973,0.0,0.0,3.029658114910126,0.0,0.0,2.653572306036949,0.0,0.0
39,2.0,1.0,0.0,2.101762012683321,0.0,0.0,3.219397711753845,0.0,0.0,1.1664583623409275,0.0,0.0,2.250432702153921,0.0,0.0,2.543115648627281,0.0,0.0,2.7560312032699583,0.0,0.0,0.9370109677314762,0.0,-0.12994568272317275,2.694487529993057,0.0,0.0,1.9383279383182526,0.0,0.0,1.3053354263305668,0.0,0.0
40,2.0,1.0,0.3306234060594741,2.7912572085857392,0.0,0.0,1.749005100131035,0.0,0.0,3.2135011017322537,0.0,0.0,2.6031565189361574,0.0,0.0,1.1818456172943117,0.0,0.3306234060594741,2.6334111750125886,0.0,0.0,2.090971355885267,0.0,0.0,1.8896140933036805,0.0,0.0,1.4790392100811007,0.0,0.0,3.1240885674953462,0.0,0.0
41,2.0,1.0,0.07118214849145289,1.2012923657894137,0.0,0.0,1.6252316534519198,0.0,0.0,1.0362480342388156,0.0,0.07118214849145289,1.2396480321884158,0.0,0.0,1.6463822811841966,0.0,0.0,1.1908279538154605,0.0,0.0,3.339044290781021,0.0,0.0,1.8728278279304504,0.0,0.0,1.1306511342525485,0.0,0.0,3.281240016222,0.0,0.0
42,2.0,1.0,0.5951210311802685,1.4614978820085527,0.0,0.0,1.619116571545601,0.0,0.0,1.4680736958980563,0.0,0.0,2.145046237111092,0.0,0.0,2.8747473299503326,0.0,0.0,1.8461614340543748,0.0,0.0,1.363698995113373,0.0,0.5951210311802685,1.7849115297198297,0.0,0.0,2.1480780478566888,0.0,0.0,2.4527468204498293,0.0,0.0
43,2.0,1.0,0.22040410423218862,2.428074684739113,0.0,0.0,3.3905639827251433,0.0,0.0,2.875927209854126,0.0,0.0,2.250199895352125,0.0,0.0,2.9659790813922884,0.0,0.0,1.374665439128876,0.0,0.0,3.382210677862167,0.0,0.0,1.4685170710086823,0.0,0.0,1.1170527219772342,0.0,0.22040410423218862,2.103122221212834,0.0,0.0
44,2.0,1.0,0.0,3.328324949741363,0.0,0.0,3.2643197000026705,0.0,0.0,2.526995298266411,0.0,0.0,0.8517285943031314,0.0,-0.3185272211410625,2.953629899024963,0.0,0.0,1.8765359222888947,0.0,0.0,1.716581377387047,0.0,0.0,1.1291435658931734,0.0,0.0,1.2757039904594425,0.0,0.0,2.7421315252780913,0.0,0.0
45,2.0,1.0,0.2652833727613095,2.00847961306572,0.0,0.0,2.5727005541324615,0.0,0.0,1.2729743123054507,0.0,0.0,2.705120435357094,0.0,0.0,2.282947945594788,0.0,0.0,1.7726122677326204,0.0,0.0,1.1428438723087313,0.0,0.2652833727613095,2.6340384244918824,0.0,0.0,3.363817352056503,0.0,0.0,3.1697927772998806,0.0,0.0
46,2.0,1.0,0.0,2.5611590087413787,0.0,0.0,2.4459935635328294,0.0,0.0,2.5918205827474594,0.0,0.0,1.425222831964493,0.0,0.0,1.7364628612995148,0.0,0.0,1.8759007304906845,0.0,0.0,0.9283245503902438,0.0,0.0,1.1900228738784793,0.0,0.0,0.8562226295471194,0.0,-0.30822667316010616,1.2862320184707645,0.0,0.0
47,2.0,1.0,0.0,2.571111935377121,0.0,0.0,2.7216838896274567,0.0,0.0,1.4871219336986543,0.0,0.0,2.9484635174274443,0.0,0.0,3.1094608306884766,0.0,0.0,2.3656717106699943,0.0,0.0,1.1808750271797184,0.0,0.0,0.8940935432910921,0.0,0.0,3.2999759078025814,0.0,0.0,0.8797286391258243,0.0,-0.25500792199487754
48,2.0,1.0,0.0,1.965521314740181,0.0,0.0,1.6537929683923722,0.0,0.0,3.175656223297119,0.0,0.0,3.394352972507477,0.0,0.0,2.3666008844971658,0.0,0.0,0.9187087655067447,0.0,0.0,2.481156960129738,0.0,0.0,1.1125402450561526,0.0,0.0,0.8437527239322664,0.0,-0.3369077634140537,1.098150855302811,0.0,0.0
49,2.0,1.0,0.3981036251351492,3.20285382270813,0.0,0.0,1.5161284834146502,0.0,0.0,3.0417086660861967,0.0,0.0,3.27319216132164,0.0,0.0,3.0512597501277923,0.0,0.0,2.1418501123785973,0.0,0.0,2.53620331287384,0.0,0.0,2.5887160658836366,0.0,0.0,2.36571341753006,0.0,0.0,1.224180191755295,0.0,0.3981036251351492
50,2.0,1.0,0.0,1.098407179117203,0.0,0.0,3.378583014011383,0.0,0.0,3.371756339073181,0.0,0.0,2.9986060500144958,0.0,0.0,2.2929132118821145,0.0,0.0,2.310785657167435,0.0,0.0,0.9260030686855318,0.0,-0.15346940847289445,2.383874033391476,0.0,0.0,2.490142357349396,0.0,0.0,1.1384824156761173,0.0,0.0
51,2.0,1.0,0.0,1.4635496348142625,0.0,0.0,0.8927493155002597,0.0,-0.22600407832514338,1.0809580981731417,0.0,0.0,1.732597702741623,0.0,0.0,1.0784644424915315,0.0,0.0,2.817077648639679,0.0,0.0,1.7544087052345279,0.0,0.0,3.250722062587738,0.0,0.0,1.4545923650264743,0.0,0.0,1.09026517868042,0.0,0.0
52,2.0,1.0,0.0,0.9297933757305148,0.0,-0.1453422186302871,1.9056838259100914,0.0,0.0,1.1790018796920778,0.0,0.0,3.3721801102161404,0.0,0.0,2.2164806544780733,0.0,0.0,1.105594938993454,0.0,0.0,3.3345624208450317,0.0,0.0,2.6135640174150465,0.0,0.0,3.1146001696586607,0.0,0.0,3.2038323163986204,0.0,0.0
53,2.0,1.0,0.0,1.413620460033417,0.0,0.0,3.191732329130173,0.0,0.0,1.935608720779419,0.0,0.0,1.278319299221039,0.0,0.0,1.0896725654602053,0.0,0.0,0.9378655612468723,0.0,0.0,0.8265704274177554,0.0,-0.37693696181054914,1.8679971352219582,0.0,0.0,3.1490871906280518,0.0,0.0,2.1104983690194787,0.0,0.0
54,2.0,1.0,0.026207343898715894,2.211677595227957,0.0,0.0,1.226389241218567,0.0,0.0,2.4000729739665987,0.0,0.0,3.3093911588191984,0.0,0.0,2.345317232608795,0.0,0.0,2.631398320198059,0.0,0.0,2.441053479909897,0.0,0.0,3.2503076672554014,0.0,0.0,1.013190668821335,0.0,0.026207343898715894,2.965372908115387,0.0,0.0
55,2.0,1.0,0.0,2.7781581938266755,0.0,0.0,1.8077742114663127,0.0,0.0,0.8905919492244723,0.0,-0.23078622312555594,1.6914398699998858,0.0,0.0,2.229952735453844,0.0,0.0,2.3542163878679276,0.0,0.0,1.3807898581027986,0.0,0.0,1.7742302924394608,0.0,0.0,1.9165340214967728,0.0,0.0,1.5064368784427644,0.0,0.0
