,monopoly,nash,metric,prices_0,actions_0,rewards_0,prices_1,actions_1,rewards_1,prices_2,actions_2,rewards_2,prices_3,actions_3,rewards_3,prices_4,actions_4,rewards_4
0,2.0,1.0,0.22907145145532581,2.2925429678586653,0.0,0.0022759326129808523,1.5353314132316702,0.0,0.01876403745690541,2.2070599815919123,0.0,0.038296788927494475,1.8212807831249267,0.0,0.01123606311050422,2.123540485654731,0.0,0.024141497691051228
1,2.0,1.0,0.2790293324704378,1.9866650189247463,0.0,0.001361171495952223,1.8852544840561225,0.0,0.13775951571190784,2.309627676766757,0.0,0.009092574927333771,1.898342482422778,0.0,0.03540951740721197,2.1911366898435007,0.0,0.009280013491138382
2,2.0,1.0,0.2912166804162712,1.9847979448135853,0.0,0.03823610164587898,1.8590969693751032,0.0,0.07924034942872529,2.1741337175708146,0.0,0.035133355393316246,1.770076022599898,0.0,0.03790446848813909,2.280911828830042,0.0,0.03438753079212197
3,2.0,1.0,0.33709996372879397,2.07300820038952,0.0,0.036576539384051025,2.0506231631725673,0.0,0.05256740890752247,2.2629758161855453,0.0,0.048158902511435626,1.8568762668428078,0.0,0.11659620202597583,2.079840374876298,0.0,0.024875181195699297
4,2.0,1.0,0.32225145466387545,2.1702700008493814,0.0,0.05209744956503381,1.9544627476902527,0.0,0.03288735191276633,2.2590146887279094,0.0,0.05738486670876879,1.894603121477451,0.0,0.06269743735167904,2.0167122421721735,0.0,0.06528577163712197
5,2.0,1.0,0.3725398134747994,2.1313031527268005,0.0,0.050912316910035955,2.011055815561741,0.0,0.048111596903628075,2.272509009621448,0.0,0.06461707296705346,1.8208521046879238,0.0,0.13639015645156888,2.279256139380654,0.0,0.03556496170257232
6,2.0,1.0,0.3846600558826681,2.084658835057606,0.0,0.09213517507324231,2.139555133195146,0.0,0.05007818367263746,2.341966905585672,0.0,0.06194065055806152,1.9174872300468886,0.0,0.07061671977474406,2.0614640262140465,0.0,0.06308835911812992
7,2.0,1.0,0.37792014351058484,2.1316502037907004,0.0,0.04715860557633653,2.1355240446023878,0.0,0.0756987074291631,2.175392180253181,0.0,0.07965726951927875,1.9072469381307897,0.0,0.06422597462808614,2.1504116768959842,0.0,0.058719759537417725
8,2.0,1.0,0.3552978171722953,2.165693765805845,0.0,0.05696148203456779,2.087921753714675,0.0,0.0971090882450643,2.279009983432072,0.0,0.00509788045220911,2.0767351402454675,0.0,0.08917722241460999,2.1520694068468664,0.0,0.05047057773188926
9,2.0,1.0,0.4064664803679574,2.2278376117504886,0.0,0.04107263769225398,2.2399608952369046,0.0,0.07450122081075686,2.3333620410238636,0.0,0.05216835944905854,1.9296066810106516,0.0,0.12238991598554222,2.1476575787525465,0.0,0.07253819375828076
10,2.0,1.0,0.4301901202051605,2.044765870985118,0.0,0.11123409034582474,2.2151701932460015,0.0,0.07337020363609557,2.3290002720356737,0.0,0.03289414356234412,2.0617968515031664,0.0,0.10155317023847203,2.2373688076363307,0.0,0.07805513141752796
11,2.0,1.0,0.4249045042862376,2.1499830164609732,0.0,0.10170298581681787,2.2218829580997213,0.0,0.05744872709701942,2.4229223140683014,0.0,0.03520885387019924,1.962781964280035,0.0,0.10321460847203802,2.1838568107030083,0.0,0.10101272397013002
12,2.0,1.0,0.3703328269269933,2.045593695851994,0.0,0.07314824441450642,2.092191705353621,0.0,0.0731308060633629,2.4196973384395974,0.0,0.03590410960027392,1.996209616733717,0.0,0.09346522730670134,2.1815267812845325,0.0,0.04107309746502457
13,2.0,1.0,0.36769910574848935,2.172202378808218,0.0,0.0593436967583673,2.109182131161281,0.0,0.04806190043137523,2.2467997762510805,0.0,0.055622270743443336,1.9956174177573431,0.0,0.13313575394428773,2.1992177834263504,0.0,0.01774949615393424
14,2.0,1.0,0.3701723680421646,2.070056389625111,0.0,0.09643795205622784,2.1350695554840216,0.0,0.06520931269427384,2.1341484896583154,0.0,0.06171894217885682,2.036875380307652,0.0,0.04577380502051714,2.1489614275119036,0.0,0.0466301077456387
15,2.0,1.0,0.34771360998284917,1.9963536311189245,0.0,0.062358995327420494,2.158743051609204,0.0,0.0688261345951843,2.284089932638961,0.0,0.023473583449203667,1.9118386554327265,0.0,0.11755557248308461,2.2896633115960294,0.0,0.025393963436221894
16,2.0,1.0,0.4309625228714831,2.207000974012116,0.0,0.08423308192903424,2.0498849118823763,0.0,0.12539185577072123,2.179617399656171,0.0,0.04511060937739833,2.0229904652860817,0.0,0.10449959529861216,2.2970513530967573,0.0,0.04203504849440001
17,2.0,1.0,0.44153739960027144,2.1530208728053255,0.0,0.14451313549700764,2.251299178737718,0.0,0.05002559590644421,2.347661357684785,0.0,0.0378579845505389,2.0733377188318913,0.0,0.1022746383494569,2.174471776482709,0.0,0.06958070669593007
18,2.0,1.0,0.3111587361636661,2.1177675008827275,0.0,0.044668910641999474,2.2511794415958892,0.0,0.05155590855558947,2.05412052585347,0.0,0.07531118783581997,1.9464638922043844,0.0,0.05519142890526796,2.207113331050759,0.0,0.03564882269575762
19,2.0,1.0,0.34079110489135594,2.0824572130162804,0.0,0.05537580404833818,2.2231198354880286,0.0,0.02352396392164458,2.1760318328889694,0.0,0.08102759751805609,2.0262037935714288,0.0,0.09776194983009998,2.312516004382969,0.0,0.030176857447995826
20,2.0,1.0,0.39986615048600227,2.139098992271301,0.0,0.08401060204738085,2.175243925116376,0.0,0.05404838573499089,2.274513091881281,0.0,0.06858177882086537,2.2114168923557287,0.0,0.07617868616925144,2.2012800249604347,0.0,0.07175426983559349
21,2.0,1.0,0.36633643528282617,2.1557999741691374,0.0,0.06266432218623366,2.227744270268638,0.0,0.04554987971443336,2.2630865929688797,0.0,0.05520049606423789,2.139830418320381,0.0,0.07683966406020576,2.1346667996456086,0.0,0.0719019276992054
22,2.0,1.0,0.37303943583413796,2.2003193242209793,0.0,0.01651865741474888,2.2440201232265364,0.0,0.0662613941007425,2.1739336082940794,0.0,0.03286717912551837,1.9889553058613751,0.0,0.14941732095640062,2.199893086006499,0.0,0.053078743397884647
23,2.0,1.0,0.3807756710695226,2.2024189314004072,0.0,0.04577820290975655,2.2002452073920775,0.0,0.07413071925764683,2.304083889774236,0.0,0.04612855951883029,1.9734984451995896,0.0,0.0932705203764048,2.2189732051940365,0.0,0.06999483153466514
24,2.0,1.0,0.35612849457925483,2.094020067060857,0.0,0.04926272196684633,2.034915772611283,0.0,0.06678271514799679,2.1955569274921145,0.0,0.07545507456502656,1.9717382312027987,0.0,0.07056089882430365,2.115140565923761,0.0,0.03602753247392245
25,2.0,1.0,0.47020022393089245,2.145478803499301,0.0,0.1324760710689681,2.283136902924147,0.0,0.08198842849614912,2.336080520931128,0.0,0.060257146747603366,2.0717232425414926,0.0,0.08105360829472094,2.2713276615813474,0.0,0.07447964382763367
26,2.0,1.0,0.3937562773019694,2.037274675823756,0.0,0.09213258222171791,2.2841203629801456,0.0,0.0476132968760534,2.2028283122280685,0.0,0.05418298181068797,2.0952340222934294,0.0,0.07849711336172661,2.282877543148196,0.0,0.06992802456701015
27,2.0,1.0,0.36976483954650474,2.038334665961828,0.0,0.0947731203126612,2.2095244241536123,0.0,0.056298974064309816,2.285641383774433,0.0,0.05151616815030992,2.1657923443562996,0.0,0.07806566947506122,2.114171197225694,0.0,0.03496625067778364
28,2.0,1.0,0.33781078673253345,2.0823335098735303,0.0,0.047029880966651776,2.1295824530791423,0.0,0.028144953088574853,2.36522546065823,0.0,0.065719415809322,1.923890488542889,0.0,0.08628950083295887,2.2018558561234567,0.0,0.05470319657276102
29,2.0,1.0,0.3685589430442626,1.9635196898483773,0.0,0.04942896445481834,2.077042770804914,0.0,0.08182829503060468,2.200215281994397,0.0,0.07631745285137397,2.0404927953121117,0.0,0.0697189233856662,2.1566100162374915,0.0,0.05154611132654024
30,2.0,1.0,0.3344557778735772,2.0742815182157535,0.0,0.07327052540992357,2.148151476006484,0.0,0.05096797918713859,2.2461425270162163,0.0,0.043936868003593386,2.0188315812879303,0.0,0.07109325197672749,2.147030381441262,0.0,0.046606823424840814
31,2.0,1.0,0.3527686324890083,2.0421659241257797,0.0,0.059853710817112535,2.0805959314388143,0.0,0.08780217165952728,2.204623212039533,0.0,0.027806078652283493,1.9409643186274692,0.0,0.08495295075520667,2.1987891976378293,0.0,0.03300305491579335
32,2.0,1.0,0.33949557313747675,2.25989870610171,0.0,0.07175665964740607,1.984023866798188,0.0,0.08190275442449288,2.202143738524923,0.0,0.03698462441659781,2.1300361821100964,0.0,0.05269590685132556,2.1469639814944115,0.0,0.04827931023566825
33,2.0,1.0,0.380808325511283,1.9460612629493028,0.0,0.08598925585614749,2.201158820555296,0.0,0.02979551096061382,2.3506642704919276,0.0,0.058687404215027626,2.100731263996155,0.0,0.09315866180447269,2.0917110907446372,0.0,0.05134067412826293
34,2.0,1.0,0.37003654910881084,2.3456573794791282,0.0,0.06401111102809706,2.072374716495598,0.0,0.03865718807320307,2.263694378748451,0.0,0.022883093445910628,2.088652971300974,0.0,0.06266918095221855,1.9758368383896043,0.0,0.1315370824644576
35,2.0,1.0,0.3847923378835777,2.0149022836832398,0.0,0.05252479944509321,2.2588174340394973,0.0,0.07117898308120768,2.250309676168755,0.0,0.06919022395532885,2.03402725330193,0.0,0.05540316610358746,2.2760640530100975,0.0,0.07987339799057447
36,2.0,1.0,0.3724604546103621,2.0392005460647287,0.0,0.08794964299996538,2.248961662507775,0.0,0.06371403217027324,2.1819741226781852,0.0,0.0478187010680298,1.9718915342092476,0.0,0.0653038344107614,2.2983203512652053,0.0,0.05182162108630086
37,2.0,1.0,0.3745734212225885,2.149391350918539,0.0,0.0982020641242385,2.28246622524312,0.0,0.05129175290532709,2.426868910447472,0.0,0.025366200646067726,1.9593842709216736,0.0,0.06732200018739208,2.1188003565587845,0.0,0.07228416883454242
38,2.0,1.0,0.3732769698609358,2.0152346445600036,0.0,0.041257325549023637,2.0491908215688475,0.0,0.08401872854932259,2.402147652169366,0.0,0.05382498144130049,2.1181699624441053,0.0,0.06418710529517106,2.0626508403292316,0.0,0.06776206921743448
39,2.0,1.0,0.34851433910700197,2.1646858048820454,0.0,0.06300699354743036,2.197490369613039,0.0,0.050037385748812654,2.1458818934616524,0.0,0.054640388898857556,1.95550968104266,0.0,0.07184684793379702,2.1934725640016155,0.0,0.04279649941086908
40,2.0,1.0,0.3560123812904353,2.1549864973054986,0.0,0.051923799061134174,2.313718640324901,0.0,0.07030327303462992,2.0894315541300106,0.0,0.07205649817129373,2.109564878550391,0.0,0.05843226167513142,2.095624031684054,0.0,0.06105490565380278
41,2.0,1.0,0.34282697610547425,2.0715345215999568,0.0,0.08536300330106456,2.3300027572459174,0.0,0.037137311143639044,2.079514131382147,0.0,0.08147366066053452,2.233204178089998,0.0,0.06254020401573818,2.160603727167172,0.0,0.020457097212782036
42,2.0,1.0,0.4010000118638822,2.1568376844891857,0.0,0.1337136146275662,2.202647822593042,0.0,0.06290515834192005,2.280711295316033,0.0,0.03351548513954976,2.078048123784593,0.0,0.09037801724568707,2.1261607927529256,0.0,0.03434196465034505
43,2.0,1.0,0.34698275297426734,2.104975430628441,0.0,0.0887129481386099,2.09732132285718,0.0,0.06467014742034469,2.3931417880226054,0.0,0.04030852432443667,1.930633983996622,0.0,0.07617634888920341,2.1952285057420924,0.0,0.04176486126619641
44,2.0,1.0,0.38863171535132174,2.177280854245743,0.0,0.0759722258717211,2.0576332429098736,0.0,0.07739319625958586,2.052327681422916,0.0,0.03797596299846175,2.2213574088164605,0.0,0.04078002052746148,2.1522103546924813,0.0,0.11140285271450169
45,2.0,1.0,0.4132628589050543,2.1359529734641587,0.0,0.06543586606360335,2.23630112828949,0.0,0.08822922887586591,2.1863966626587508,0.0,0.03938312238261112,2.1041375115876626,0.0,0.11554890781804772,2.309503377016542,0.0,0.0721215579219548
46,2.0,1.0,0.35871906901611017,2.151098789662782,0.0,0.06994683208059717,2.28530357401891,0.0,0.038525652518610266,2.1331456910713014,0.0,0.0728043814426217,2.025631527347707,0.0,0.0562090714003792,2.1128150459486394,0.0,0.0792131236890953
47,2.0,1.0,0.37055005283700754,2.0546829595729426,0.0,0.0751031101332709,2.1437103387738348,0.0,0.08670639859470082,2.200153625282983,0.0,0.04387835308110139,2.167543936299476,0.0,0.0767142864154411,2.2344686954179283,0.0,0.05958170870820901
48,2.0,1.0,0.352212523829173,2.2195280893174028,0.0,0.06094683056791251,2.0967999035741265,0.0,0.07041597031000738,2.215718803023522,0.0,0.053765287298543775,2.0526988389089884,0.0,0.07049187238809697,2.2158127025195586,0.0,0.047541742887944896
49,2.0,1.0,0.39623544008898226,2.224160692105472,0.0,0.0653897912469923,2.2819326417654078,0.0,0.05450081663130796,2.080520404023916,0.0,0.103943192654969,2.106773053048072,0.0,0.057793586442871775,2.217481833962139,0.0,0.0524830929009845
50,2.0,1.0,0.4116758612702818,2.1400478328497474,0.0,0.10350336963222441,2.4021910220199043,0.0,0.03538361229128094,2.196105758436037,0.0,0.10048100188022,2.1040131484276388,0.0,0.06615666668270107,2.3288122981924193,0.0,0.05810421707322975
51,2.0,1.0,0.42541919904367986,2.199226265236387,0.0,0.08224409323828943,2.4220410929843266,0.0,0.049110407969524594,2.239334706470395,0.0,0.07408482647231032,2.1755143588301338,0.0,0.09602886115496209,2.071215879534145,0.0,0.07104082631559294
52,2.0,1.0,0.3941406352819392,2.126625825752069,0.0,0.10663978459748505,2.0971131339297737,0.0,0.0862682204644344,2.1634597047153523,0.0,0.04877585515491141,2.168249199255747,0.0,0.08297311026095285,2.1945516078877456,0.0,0.036554560453494915
53,2.0,1.0,0.3294255025776797,2.116962724538321,0.0,0.049045387142655314,2.2611709338515853,0.0,0.05195852033974152,2.2499348311079843,0.0,0.037447099198028605,2.082708780247989,0.0,0.09366332665640512,2.157662828608147,0.0,0.04034777504326342
54,2.0,1.0,0.38178042569393456,2.0671347435121024,0.0,0.06576882254068928,2.2163617411747425,0.0,0.09215862427977788,2.252235413261276,0.0,0.05267118851399927,2.0794897413026527,0.0,0.08552235554105649,2.2669495074292394,0.0,0.04767320014938155
55,2.0,1.0,0.42098729633084153,2.1285333287738055,0.0,0.07444457740353208,2.219917538773204,0.0,0.06736714537165807,2.181914603046633,0.0,0.06553564646115116,2.141319781743491,0.0,0.08881565041609182,2.2754476325175923,0.0,0.09748387771973893
