,monopoly,nash,metric,prices_0,actions_0,rewards_0,prices_1,actions_1,rewards_1
0,2.0,1.0,0.632169884842875,2.206876269395101,0.0,0.2811588716537836,2.221721628434518,0.0,0.3357241129526413
1,2.0,1.0,0.578612293796736,2.1573737746922705,0.0,0.3178482819527647,2.237805172930737,0.0,0.24304350506638112
2,2.0,1.0,0.5726919310601318,2.1156029672681997,0.0,0.3086083278127113,2.1520277865419084,0.0,0.25167577660524865
3,2.0,1.0,0.6228549763907718,2.1488248768141944,0.0,0.35153512973288203,2.2601317226238145,0.0,0.2613156105328888
4,2.0,1.0,0.6321374589956005,2.2398731936213174,0.0,0.3232916817496387,2.176800502135053,0.0,0.29919041499746546
5,2.0,1.0,0.6247503091858921,2.2756521809239096,0.0,0.3185208075163873,2.249083916814192,0.0,0.2988066273917521
6,2.0,1.0,0.6239974004347305,2.233556701684166,0.0,0.33891069685676833,2.2980166985701764,0.0,0.2763984241681583
7,2.0,1.0,0.5745942200365582,2.257004336750308,0.0,0.26157979282298877,2.1849069180219924,0.0,0.3009333978643143
8,2.0,1.0,0.6319391850201354,2.133904206387894,0.0,0.29967338224735207,2.1603953484993226,0.0,0.3193570711178995
9,2.0,1.0,0.5578052601159678,2.1388347837191106,0.0,0.24767461154230017,2.091917662157484,0.0,0.294843641331565
10,2.0,1.0,0.5414614255779471,2.079973612160494,0.0,0.2538617662699966,2.0725898008901003,0.0,0.2653327041196923
11,2.0,1.0,0.5689911714694977,2.1480250195351847,0.0,0.26495827271356837,2.1442943913169206,0.0,0.28442850477589643
12,2.0,1.0,0.5536316630036059,2.213178622937122,0.0,0.22763227872291852,2.1994429347989644,0.0,0.30209427525070315
13,2.0,1.0,0.5778909055422479,2.1902480473638297,0.0,0.2916137441535351,2.1456547111144415,0.0,0.2702857201288314
14,2.0,1.0,0.6434740239054635,2.300242284727525,0.0,0.26858167463177307,2.2222791072601806,0.0,0.3684486432777094
15,2.0,1.0,0.5740804598931704,2.1437871070914674,0.0,0.23920996304332764,2.123818872248775,0.0,0.32548082661516275
16,2.0,1.0,0.5771919048610512,2.161836114018235,0.0,0.25466219416055424,2.263410800457523,0.0,0.31261670313990997
