,monopoly,nash,metric,prices_0,actions_0,rewards_0,prices_1,actions_1,rewards_1
0,2.0,1.0,0.6402517377521467,2.813590143612424,0.0,0.1487504784300555,1.88149417166622,0.0,0.4717641101335678
1,2.0,1.0,0.5885252594287652,2.6739031875333574,0.0,0.0848694907901022,1.8474176163059366,0.0,0.48349665099747363
2,2.0,1.0,0.6740307864109976,2.714415865286489,0.0,0.16985749654118731,2.0674564088916387,0.0,0.4967898444225354
3,2.0,1.0,0.6535630577860388,2.387072166643075,0.0,0.2321221984818027,2.054994409295073,0.0,0.4014235955221262
4,2.0,1.0,0.6578291362352451,2.4458775377644155,0.0,0.18915278836862442,2.0586406197682057,0.0,0.45013492312182957
5,2.0,1.0,0.6953298152329472,2.316575158087101,0.0,0.3364216797039799,2.369959489137982,0.0,0.34377503043870966
6,2.0,1.0,0.6347312200470686,2.257957482133379,0.0,0.29839603510270485,2.1502348398982365,0.0,0.31763399672318277
7,2.0,1.0,0.5541592128592364,2.278244325465978,0.0,0.21576932722556066,2.1162425800111397,0.0,0.32687648885530374
8,2.0,1.0,0.5942903025460741,2.284680852687886,0.0,0.2102143740290941,1.9676010736029246,0.0,0.3684511638158087
9,2.0,1.0,0.6216444832784631,2.4026936082093453,0.0,0.23606903636538668,2.0436094666903886,0.0,0.37753688710338296
10,2.0,1.0,0.6753514142017601,2.2893135555075346,0.0,0.2953669323296014,2.0770960723207996,0.0,0.3650626890468944
11,2.0,1.0,0.5750351730424087,2.2520443329740947,0.0,0.2593677487817408,2.0116952261723817,0.0,0.2949992749529212
12,2.0,1.0,0.6626912803143443,2.343170716476362,0.0,0.26265492405887153,2.1443899084358127,0.0,0.3917230298063188
13,2.0,1.0,0.6443162596738103,2.332705771447886,0.0,0.312669537167731,2.044826407155768,0.0,0.3132375716623438
14,2.0,1.0,0.6375764792837103,2.3268057663718693,0.0,0.25665962432675393,2.0329182852307226,0.0,0.3646144035355523
15,2.0,1.0,0.6361104591727634,2.3724182429514693,0.0,0.24070313491169038,2.037004316941907,0.0,0.3787981280888482
16,2.0,1.0,0.5595381886903582,2.2838283441224667,0.0,0.25069479793369864,2.1098305769508365,0.0,0.28150387146078404
17,2.0,1.0,0.5985217664093289,2.3287829581704425,0.0,0.221066002685727,2.011469452903204,0.0,0.36255159872851594
18,2.0,1.0,0.7101931085892704,2.2583454845750355,0.0,0.31379798826178984,2.0691698178849,0.0,0.3874308906614615
19,2.0,1.0,0.6063843721907072,2.233483231300894,0.0,0.24404840835194413,1.9633821255290378,0.0,0.3380376199351363
20,2.0,1.0,0.628294797082421,2.390838442301731,0.0,0.16582330783797772,1.8937868483994655,0.0,0.4467677655296675
21,2.0,1.0,0.6456958703392216,2.2201583706148353,0.0,0.27997846361993606,2.0148912150257563,0.0,0.35345055415292187
22,2.0,1.0,0.603639353953896,2.539719630786906,0.0,0.24046987257972913,2.050867564255866,0.0,0.35572807910478316
23,2.0,1.0,0.5590915967301876,2.216876587615415,0.0,0.2424343266055745,1.951520791831262,0.0,0.3000240690463168
